TRANSCRIPT	NS_POLY	S_POLY	NS_FIX	S_FIX	codons	final_NI	alpha	final_FET
FBtr0301241	13	128	9	44	1195	0.4965	0.5035	0.1351 
FBtr0301242	14	20	10	12	215	0.8400	0.16	0.7880 
FBtr0301243	15	10	9	6	155	1.0000	0	1.0000 
FBtr0301244	21	16	78	70	1049	1.1779	-0.1779	0.7147 
FBtr0301246	18	31	4	79	851	11.4677	-10.4677	0.0000 
FBtr0301247	30	83	34	55	1203	0.5847	0.4153	0.0940 
FBtr0301251	6	5	11	4	181	0.4364	0.5636	0.4185 
FBtr0301252	21	64	0	26	372	0.0000	1	0.0031 
FBtr0301253	15	37	3	8	214	1.0811	-0.0810999999999999	1.0000 
FBtr0301255	13	8	29	10	242	0.5603	0.4397	0.3812 
FBtr0301256	8	12	6	12	153	1.3333	-0.3333	0.7449 
FBtr0301257	6	10	1	7	122	4.2000	-3.2	0.3521 
FBtr0301258	22	25	6	4	153	0.5867	0.4133	0.5045 
FBtr0301259	22	25	6	4	153	0.5867	0.4133	0.5045 
FBtr0301260	22	25	6	4	153	0.5867	0.4133	0.5045 
FBtr0301261	22	25	6	4	153	0.5867	0.4133	0.5045 
FBtr0301262	8	15	2	7	93	1.8667	-0.8667	0.6808 
FBtr0301263	8	15	2	7	93	1.8667	-0.8667	0.6808 
FBtr0301264	32	108	4	39	827	2.8889	-1.8889	0.0517 
FBtr0301265	14	23	1	8	128	4.8696	-3.8696	0.2348 
FBtr0301266	18	17	6	10	126	1.7647	-0.7647	0.3845 
FBtr0301267	12	30	2	14	353	2.8000	-1.8	0.3076 
FBtr0301268	20	9	46	35	497	1.6908	-0.6908	0.2778 
FBtr0301269	119	44	18	9	135	1.3523	-0.3523	0.4942 
FBtr0301270	4	2	2	4	77	4.0000	-3	0.5671 
FBtr0301271	63	46	5	14	217	3.8348	-2.8348	0.0133 
FBtr0301272	63	46	5	14	217	3.8348	-2.8348	0.0133 
FBtr0301273	131	55	5	6	106	2.8582	-1.8582	0.0984 
FBtr0301274	131	55	5	6	106	2.8582	-1.8582	0.0984 
FBtr0301275	23	37	29	57	596	1.2218	-0.2218	0.6012 
FBtr0301276	18	33	27	75	1096	1.5152	-0.5152	0.2657 
FBtr0301277	38	75	17	46	992	1.3710	-0.371	0.3999 
FBtr0301278	38	75	17	46	992	1.3710	-0.371	0.3999 
FBtr0301279	11	89	1	32	699	3.9551	-2.9551	0.2927 
FBtr0301280	28	19	68	28	317	0.6068	0.3932	0.1898 
FBtr0301281	16	90	6	44	782	1.3037	-0.3037	0.8058 
FBtr0301282	16	90	6	44	782	1.3037	-0.3037	0.8058 
FBtr0301283	42	13	8	37	522	14.9423	-13.9423	0.0000 
FBtr0301284	38	91	8	30	960	1.5659	-0.5659	0.4092 
FBtr0301286	5	5	15	21	222	1.4000	-0.4	0.7264 
FBtr0301287	35	53	21	37	568	1.1635	-0.1635	0.7294 
FBtr0301288	47	107	6	39	1026	2.8551	-1.8551	0.0220 
FBtr0301289	20	95	0	28	949	0.0000	1	0.0136 
FBtr0301290	8	50	2	60	878	4.8000	-3.8	0.0484 
FBtr0301291	8	15	7	13	166	0.9905	0.00949999999999995	1.0000 
FBtr0301292	6	14	33	30	367	0.3896	0.6104	0.1222 
FBtr0301293	3	13	18	25	309	0.3205	0.6795	0.1318 
FBtr0301294	6	14	33	30	367	0.3896	0.6104	0.1222 
FBtr0301295	33	244	12	72	1641	0.8115	0.1885	0.5736 
FBtr0301296	6	5	9	19	297	2.5333	-1.5333	0.2773 
FBtr0301297	7	7	24	22	307	0.9167	0.0833	1.0000 
FBtr0301298	27	146	1076	494	1197	0.0849	0.9151	0.0000 
FBtr0301299	26	144	1076	493	1148	0.0827	0.9173	0.0000 
FBtr0301300	23	33	9	14	578	1.0842	-0.0842000000000001	1.0000 
FBtr0301301	50	157	26	50	1647	0.6124	0.3876	0.0978 
FBtr0301302	24	347	34	263	5080	0.5350	0.465	0.0268 
FBtr0301303	24	346	34	263	5073	0.5366	0.4634	0.0270 
FBtr0301304	4	12	0	5	474	0.0000	1	0.5322 
FBtr0301305	35	46	1	13	380	9.8913	-8.8913	0.0145 
FBtr0301307	13	70	89	61	819	0.1273	0.8727	0.0000 
FBtr0301308	14	77	98	62	880	0.1150	0.885	0.0000 
FBtr0301309	7	42	22	45	1099	0.3409	0.6591	0.0297 
FBtr0301310	35	37	87	74	955	0.8046	0.1954	0.4796 
FBtr0301311	35	36	87	74	942	0.8269	0.1731	0.5688 
FBtr0301312	2	4	3	9	193	1.5000	-0.5	1.0000 
FBtr0301313	68	133	10	45	1271	2.3008	-1.3008	0.0311 
FBtr0301316	8	48	3	26	577	1.4444	-0.4444	0.7418 
FBtr0301317	7	48	3	26	561	1.2639	-0.2639	1.0000 
FBtr0301318	56	186	71	73	1267	0.3096	0.6904	0.0000 
FBtr0301319	44	155	37	58	1001	0.4450	0.555	0.0033 
FBtr0301320	888	402	571	261	1050	1.0097	-0.00970000000000004	0.9236 
FBtr0301321	888	405	573	264	1111	1.0102	-0.0102	0.9239 
FBtr0301322	33	198	35	67	1165	0.3190	0.681	0.0001 
FBtr0301323	838	674	66	174	3528	3.2779	-2.2779	0.0000 
FBtr0301324	422	614	96	281	4947	2.0118	-1.0118	0.0000 
FBtr0301325	41	96	46	83	1299	0.7706	0.2294	0.3607 
FBtr0301326	13	67	1	38	575	7.3731	-6.3731	0.0339 
FBtr0301327	2	72	5	21	916	0.1167	0.8833	0.0122 
FBtr0301328	8	45	1	9	609	1.6000	-0.6	1.0000 
FBtr0301329	18	25	61	27	311	0.3187	0.6813	0.0041 
FBtr0301330	28	78	7	38	681	1.9487	-0.9487	0.2056 
FBtr0301331	29	79	8	38	688	1.7437	-0.7437	0.3026 
FBtr0301333	42	37	50	42	594	0.9535	0.0465	0.8792 
FBtr0301334	54	126	6	48	934	3.4286	-2.4286	0.0044 
FBtr0301338	33	229	31	83	1468	0.3858	0.6142	0.0009 
FBtr0301339	33	229	31	83	1474	0.3858	0.6142	0.0009 
FBtr0301342	3	16	6	53	683	1.6562	-0.6562	0.6801 
FBtr0301343	20	107	20	48	886	0.4486	0.5514	0.0396 
FBtr0301344	93	522	31	260	4908	1.4943	-0.4943	0.0782 
FBtr0301345	1	12	0	3	218	0.0000	1	1.0000 
FBtr0301346	30	42	3	19	445	4.5238	-3.5238	0.0208 
FBtr0301347	20	52	4	53	825	5.0962	-4.0962	0.0028 
FBtr0301348	38	45	69	164	2660	2.0071	-1.0071	0.0101 
FBtr0301349	21	33	60	147	2130	1.5591	-0.5591	0.1869 
FBtr0301350	26	19	7	12	443	2.3459	-1.3459	0.1729 
FBtr0301351	7	35	1	9	481	1.8000	-0.8	1.0000 
FBtr0301352	31	226	9	60	1371	0.9145	0.0855	0.8371 
FBtr0301353	31	226	10	60	1396	0.8230	0.177	0.6838 
FBtr0301354	31	226	10	60	1396	0.8230	0.177	0.6838 
FBtr0301355	5	22	3	41	818	3.1061	-2.1061	0.2446 
FBtr0301363	35	106	15	100	1597	2.2013	-1.2013	0.0258 
FBtr0301364	8	17	3	18	557	2.8235	-1.8235	0.1878 
FBtr0301365	41	40	11	10	287	0.9318	0.0682	1.0000 
FBtr0301366	20	71	5	33	655	1.8592	-0.8592	0.3308 
FBtr0301367	28	126	1	69	1254	15.3333	-14.3333	0.0002 
FBtr0301368	28	127	1	69	1269	15.2126	-14.2126	0.0002 
FBtr0301369	29	107	1	53	1073	14.3645	-13.3645	0.0003 
FBtr0301370	28	126	1	69	1254	15.3333	-14.3333	0.0002 
FBtr0301371	28	126	1	69	1254	15.3333	-14.3333	0.0002 
FBtr0301372	8	7	3	5	123	1.9048	-0.9048	0.6668 
FBtr0301374	48	482	6	133	2955	2.2075	-1.2075	0.0796 
FBtr0301375	3	52	0	15	410	0.0000	1	1.0000 
FBtr0301376	3	52	0	15	410	0.0000	1	1.0000 
FBtr0301377	20	292	5	94	1752	1.2877	-0.2877	0.8101 
FBtr0301378	0	8	0	6	263	0.0000	1	1.0000 
FBtr0301379	2	13	0	7	349	0.0000	1	1.0000 
FBtr0301380	0	16	0	8	451	0.0000	1	1.0000 
FBtr0301382	9	66	2	12	525	0.8182	0.1818	0.6822 
FBtr0301383	21	44	11	35	671	1.5186	-0.5186	0.3981 
FBtr0301384	21	44	11	35	671	1.5186	-0.5186	0.3981 
FBtr0301385	8	22	1	8	277	2.9091	-1.9091	0.6542 
FBtr0301386	8	27	11	25	645	0.6734	0.3266	0.5936 
FBtr0301387	53	104	49	47	919	0.4888	0.5112	0.0082 
FBtr0301388	41	88	57	56	948	0.4577	0.5423	0.0039 
FBtr0301389	4	48	1	19	489	1.5833	-0.5833	1.0000 
FBtr0301390	27	147	3	58	1323	3.5510	-2.551	0.0428 
FBtr0301391	20	44	6	28	577	2.1212	-1.1212	0.2289 
FBtr0301395	27	41	45	27	480	0.3951	0.6049	0.0109 
FBtr0301396	13	31	5	21	605	1.7613	-0.7613	0.4061 
FBtr0301397	62	74	27	30	795	0.9309	0.0691000000000001	0.8748 
FBtr0301398	11	40	3	133	1615	12.1917	-11.1917	0.0000 
FBtr0301399	23	140	10	34	892	0.5586	0.4414	0.1702 
FBtr0301400	1	75	0	15	556	0.0000	1	1.0000 
FBtr0301401	2	25	0	8	405	0.0000	1	1.0000 
FBtr0301402	2	25	0	8	404	0.0000	1	1.0000 
FBtr0301403	0	26	3	16	421	0.0000	1	0.0683 
FBtr0301404	0	26	3	16	421	0.0000	1	0.0683 
FBtr0301405	31	48	11	13	340	0.7633	0.2367	0.6380 
FBtr0301407	35	133	14	52	944	0.9774	0.0226	1.0000 
FBtr0301408	35	133	14	52	944	0.9774	0.0226	1.0000 
FBtr0301409	1	23	1	27	578	1.1739	-0.1739	1.0000 
FBtr0301410	0	5	0	4	112	0.0000	1	1.0000 
FBtr0301411	0	11	0	2	385	0.0000	1	1.0000 
FBtr0301412	38	96	8	42	1218	2.0781	-1.0781	0.1247 
FBtr0301413	32	89	65	60	1139	0.3319	0.6681	0.0000 
FBtr0301414	32	89	65	60	1139	0.3319	0.6681	0.0000 
FBtr0301415	29	83	63	57	1079	0.3161	0.6839	0.0001 
FBtr0301416	1526	759	9	43	1309	9.6059	-8.6059	0.0000 
FBtr0301417	83	167	11	50	1296	2.2591	-1.2591	0.0203 
FBtr0301418	20	99	8	40	842	1.0101	-0.0101	1.0000 
FBtr0301419	20	99	8	40	842	1.0101	-0.0101	1.0000 
FBtr0301420	43	30	29	49	1182	2.4218	-1.4218	0.0092 
FBtr0301421	6	31	0	62	840	0.0000	1	0.0021 
FBtr0301423	20	53	0	99	1786	0.0000	1	0.0000 
FBtr0301424	15	44	0	89	1372	0.0000	1	0.0000 
FBtr0301426	23	34	11	53	705	3.2594	-2.2594	0.0079 
FBtr0301427	21	31	43	54	602	0.8507	0.1493	0.7292 
FBtr0301428	33	62	27	58	773	1.1434	-0.1434	0.7520 
FBtr0301429	39	65	31	59	820	1.1419	-0.1419	0.7645 
FBtr0301430	36	73	34	72	975	1.0443	-0.0443	0.8855 
FBtr0301431	42	76	38	73	1022	1.0616	-0.0616000000000001	0.8900 
FBtr0301432	14	58	3	33	524	2.6552	-1.6552	0.1684 
FBtr0301433	19	30	26	31	454	0.7551	0.2449	0.5559 
FBtr0301434	17	26	23	27	391	0.7676	0.2324	0.6747 
FBtr0301435	75	459	21	158	3520	1.2294	-0.2294	0.5270 
FBtr0301436	77	62	15	78	1139	6.4581	-5.4581	0.0000 
FBtr0301437	48	51	77	235	3113	2.8724	-1.8724	0.0000 
FBtr0301438	26	77	6	41	666	2.3074	-1.3074	0.0908 
FBtr0301439	22	84	9	23	650	0.6693	0.3307	0.4685 
FBtr0301440	129	140	52	89	1663	1.5771	-0.5771	0.0363 
FBtr0301441	126	137	49	86	1593	1.6142	-0.6142	0.0328 
FBtr0301442	13	30	5	19	456	1.6467	-0.6467	0.5670 
FBtr0301443	10	48	1	15	808	3.1250	-2.125	0.4375 
FBtr0301444	23	64	6	25	989	1.4974	-0.4974	0.4782 
FBtr0301445	22	36	12	16	328	0.8148	0.1852	0.8143 
FBtr0301446	6	33	1	11	237	2.0000	-1	1.0000 
FBtr0301447	6	33	1	11	237	2.0000	-1	1.0000 
FBtr0301448	6	33	1	11	237	2.0000	-1	1.0000 
FBtr0301449	25	155	121	109	1217	0.1453	0.8547	0.0000 
FBtr0301450	24	154	123	105	1183	0.1330	0.867	0.0000 
FBtr0301451	11	79	4	28	594	0.9747	0.0253	1.0000 
FBtr0301452	2	16	15	54	649	0.4500	0.55	0.5059 
FBtr0301453	38	117	6	47	1027	2.5442	-1.5442	0.0510 
FBtr0301454	14	8	23	32	705	2.4348	-1.4348	0.1291 
FBtr0301455	14	8	23	32	705	2.4348	-1.4348	0.1291 
FBtr0301456	14	8	23	32	705	2.4348	-1.4348	0.1291 
FBtr0301457	22	32	26	73	1113	1.9303	-0.9303	0.0712 
FBtr0301458	22	32	26	73	1113	1.9303	-0.9303	0.0712 
FBtr0301459	22	32	26	73	1113	1.9303	-0.9303	0.0712 
FBtr0301460	22	32	26	73	1113	1.9303	-0.9303	0.0712 
FBtr0301461	22	32	26	73	1113	1.9303	-0.9303	0.0712 
FBtr0301462	22	32	26	73	1113	1.9303	-0.9303	0.0712 
FBtr0301463	22	32	26	73	1113	1.9303	-0.9303	0.0712 
FBtr0301464	22	32	26	73	1113	1.9303	-0.9303	0.0712 
FBtr0301465	192	162	102	64	1271	0.7436	0.2564	0.1297 
FBtr0301466	19	111	3	52	889	2.9670	-1.967	0.0873 
FBtr0301467	28	129	5	54	1037	2.3442	-1.3442	0.0947 
FBtr0301468	22	112	3	52	928	3.4048	-2.4048	0.0571 
FBtr0301469	28	128	5	52	996	2.2750	-1.275	0.1341 
FBtr0301470	31	130	5	54	1076	2.5754	-1.5754	0.0646 
FBtr0301471	25	125	4	51	978	2.5500	-1.55	0.1134 
FBtr0301472	36	102	18	45	1144	0.8824	0.1176	0.7335 
FBtr0301473	35	98	17	45	1101	0.9454	0.0546	0.8637 
FBtr0301475	5	124	1	59	1095	2.3790	-1.379	0.6665 
FBtr0301476	26	102	16	64	787	1.0196	-0.0196000000000001	1.0000 
FBtr0301477	6	42	0	17	596	0.0000	1	0.3272 
FBtr0301478	6	42	0	17	596	0.0000	1	0.3272 
FBtr0301479	47	109	34	146	2048	1.8516	-0.8516	0.0211 
FBtr0301480	47	109	34	146	2040	1.8516	-0.8516	0.0211 
FBtr0301481	0	15	0	6	133	0.0000	1	1.0000 
FBtr0301483	2	2	13	5	47	0.3846	0.6154	0.5646 
FBtr0301484	10	46	0	14	428	0.0000	1	0.1940 
FBtr0301485	26	184	12	87	1840	1.0245	-0.0245	1.0000 
FBtr0301486	4	12	4	10	168	0.8333	0.1667	1.0000 
FBtr0301487	61	162	19	106	2703	2.1007	-1.1007	0.0114 
FBtr0301488	18	40	3	36	567	5.4000	-4.4	0.0061 
FBtr0301489	2	4	0	13	153	0.0000	1	0.0877 
FBtr0301491	12	36	26	42	607	0.5385	0.4615	0.1621 
FBtr0301492	13	16	11	25	758	1.8466	-0.8466	0.3037 
FBtr0301493	8	2	8	12	258	6.0000	-5	0.0577 
FBtr0301494	42	139	13	62	1557	1.4411	-0.4411	0.3214 
FBtr0301495	35	134	7	61	1377	2.2761	-1.2761	0.0619 
FBtr0301496	43	139	13	62	1566	1.4754	-0.4754	0.3199 
FBtr0301497	27	13	2	15	192	15.5769	-14.5769	0.0001 
FBtr0301498	44	146	30	86	1397	0.8639	0.1361	0.5857 
FBtr0301499	37	94	27	50	975	0.7289	0.2711	0.3512 
FBtr0301500	9	47	8	24	494	0.5745	0.4255	0.4011 
FBtr0301501	9	47	8	24	494	0.5745	0.4255	0.4011 
FBtr0301502	15	34	3	26	462	3.8235	-2.8235	0.0525 
FBtr0301503	25	64	12	45	1119	1.4648	-0.4648	0.4359 
FBtr0301504	25	49	10	43	1024	2.1939	-1.1939	0.0725 
FBtr0301505	8	41	0	27	825	0.0000	1	0.0448 
FBtr0301506	25	50	10	43	1036	2.1500	-1.15	0.1065 
FBtr0301507	11	45	3	24	477	1.9556	-0.9556	0.5325 
FBtr0301508	206	69	10	1	222	0.2986	0.7014	0.3047 
FBtr0301509	24	52	2	15	406	3.4615	-2.4615	0.1378 
FBtr0301510	28	40	4	11	676	1.9250	-0.925	0.3857 
FBtr0301511	30	96	23	99	1232	1.3451	-0.3451	0.3569 
FBtr0301512	43	61	16	55	751	2.4232	-1.4232	0.0142 
FBtr0301513	18	29	36	24	549	0.4138	0.5862	0.0327 
FBtr0301514	45	45	26	68	924	2.6154	-1.6154	0.0024 
FBtr0301515	27	47	19	92	1291	2.7816	-1.7816	0.0033 
FBtr0301516	3	38	3	24	554	0.6316	0.3684	0.6752 
FBtr0301517	27	63	12	20	454	0.7143	0.2857	0.5092 
FBtr0301518	27	63	12	20	454	0.7143	0.2857	0.5092 
FBtr0301519	75	113	17	35	887	1.3665	-0.3665	0.4209 
FBtr0301520	27	63	12	20	454	0.7143	0.2857	0.5092 
FBtr0301521	7	29	19	13	514	0.1652	0.8348	0.0011 
FBtr0301523	6	67	2	13	545	0.5821	0.4179	0.6198 
FBtr0301524	10	11	24	25	323	0.9470	0.053	1.0000 
FBtr0301525	33	54	7	15	463	1.3095	-0.3095	0.6315 
FBtr0301526	15	72	5	55	690	2.2917	-1.2917	0.1466 
FBtr0301527	22	18	23	28	336	1.4879	-0.4879	0.4016 
FBtr0301528	27	40	2	10	277	3.3750	-2.375	0.1932 
FBtr0301529	11	15	7	19	410	1.9905	-0.9905	0.3823 
FBtr0301530	377	287	21	76	1174	4.7539	-3.7539	0.0000 
FBtr0301531	10	62	3	11	496	0.5914	0.4086	0.4369 
FBtr0301532	20	171	4	42	1239	1.2281	-0.2281	1.0000 
FBtr0301533	21	171	4	42	1248	1.2895	-0.2895	0.7934 
FBtr0301534	21	171	4	42	1235	1.2895	-0.2895	0.7934 
FBtr0301535	22	172	4	42	1261	1.3430	-0.343	0.7934 
FBtr0301536	0	13	2	46	405	0.0000	1	1.0000 
FBtr0301537	71	213	19	96	2094	1.6842	-0.6842	0.0851 
FBtr0301538	31	49	9	18	599	1.2653	-0.2653	0.6534 
FBtr0301539	5	17	1	4	234	1.1765	-0.1765	1.0000 
FBtr0301540	5	17	1	4	234	1.1765	-0.1765	1.0000 
FBtr0301542	22	52	15	45	642	1.2692	-0.2692	0.5663 
FBtr0301543	1	29	0	12	435	0.0000	1	1.0000 
FBtr0301544	1	29	0	12	435	0.0000	1	1.0000 
FBtr0301545	6	33	1	16	409	2.9091	-1.9091	0.4212 
FBtr0301546	15	18	16	20	188	1.0417	-0.0417000000000001	1.0000 
FBtr0301547	53	207	49	97	2272	0.5069	0.4931	0.0042 
FBtr0301548	27	60	6	27	928	2.0250	-1.025	0.1781 
FBtr0301549	28	59	6	27	938	2.1356	-1.1356	0.1740 
FBtr0301550	54	206	49	97	2282	0.5189	0.4811	0.0061 
FBtr0301551	53	207	49	97	2272	0.5069	0.4931	0.0042 
FBtr0301554	7	12	6	12	182	1.1667	-0.1667	1.0000 
FBtr0301555	96	229	10	94	2854	3.9406	-2.9406	0.0000 
FBtr0301557	19	24	10	12	397	0.9500	0.05	1.0000 
FBtr0301558	6	33	4	18	401	0.8182	0.1818	1.0000 
FBtr0301559	135	315	176	135	2278	0.3287	0.6713	0.0000 
FBtr0301560	2	60	1	12	298	0.4000	0.6	0.4399 
FBtr0301561	1	3	0	8	138	0.0000	1	0.3333 
FBtr0301562	24	119	3	43	1043	2.8908	-1.8908	0.0945 
FBtr0301564	14	9	99	48	96	0.7542	0.2458	0.6356 
FBtr0301567	4	1	1	0	4	0.0000	1	1.0000 
FBtr0301568	19	36	5	18	427	1.9000	-0.9	0.2970 
FBtr0301569	73	61	582	302	682	0.6210	0.379	0.0119 
FBtr0301570	59	18	21	7	61	1.0926	-0.0926	1.0000 
FBtr0301571	17	12	7	3	114	0.6071	0.3929	0.7110 
FBtr0301572	1	3	66	25	63	0.1263	0.8737	0.0754 
FBtr0301574	14	9	22	47	475	3.3232	-2.3232	0.0250 
FBtr0301575	27	77	13	28	860	0.7552	0.2448	0.5380 
FBtr0301576	6	11	8	7	109	0.4773	0.5227	0.4765 
FBtr0301577	36	71	12	65	982	2.7465	-1.7465	0.0065 
FBtr0301578	21	44	31	33	661	0.5081	0.4919	0.0738 
FBtr0301581	10	73	0	20	1210	0.0000	1	0.2030 
FBtr0301582	10	72	0	20	1210	0.0000	1	0.2035 
FBtr0301583	44	120	20	83	1574	1.5217	-0.5217	0.1869 
FBtr0301585	9	38	6	31	614	1.2237	-0.2237	0.7814 
FBtr0301586	21	64	9	42	906	1.5312	-0.5312	0.3970 
FBtr0301587	21	64	9	42	906	1.5312	-0.5312	0.3970 
FBtr0301588	52	137	18	77	1391	1.6237	-0.6237	0.1442 
FBtr0301589	52	137	18	77	1391	1.6237	-0.6237	0.1442 
FBtr0301590	78	85	27	45	779	1.5294	-0.5294	0.1563 
FBtr0301591	101	750	8	256	5388	4.3093	-3.3093	0.0000 
FBtr0301592	110	757	10	262	5499	3.8071	-2.8071	0.0000 
FBtr0301593	113	778	9	267	5458	4.3089	-3.3089	0.0000 
FBtr0301594	2	68	1	34	877	1.0000	0	1.0000 
FBtr0301595	2	68	1	34	877	1.0000	0	1.0000 
FBtr0301596	2	68	1	34	883	1.0000	0	1.0000 
FBtr0301597	1	65	1	33	836	0.5077	0.4923	1.0000 
FBtr0301598	10	15	3	11	248	2.4444	-1.4444	0.3039 
FBtr0301599	3	16	1	8	379	1.5000	-0.5	1.0000 
FBtr0301600	31	26	57	63	1034	1.3178	-0.3178	0.4241 
FBtr0301601	28	26	53	62	1001	1.2598	-0.2598	0.5124 
FBtr0301602	21	55	5	60	1218	4.5818	-3.5818	0.0023 
FBtr0301603	19	10	18	40	515	4.2222	-3.2222	0.0029 
FBtr0301604	19	10	18	40	515	4.2222	-3.2222	0.0029 
FBtr0301606	9	1	11	9	121	7.3636	-6.3636	0.1008 
FBtr0301607	23	17	29	51	646	2.3793	-1.3793	0.0325 
FBtr0301608	83	133	23	34	1042	0.9225	0.0775	0.8787 
FBtr0301609	4	30	1	12	480	1.6000	-0.6	1.0000 
FBtr0301610	4	32	4	23	420	0.7188	0.2812	0.7153 
FBtr0301611	28	67	32	75	941	0.9795	0.0205	1.0000 
FBtr0301612	29	71	10	30	1046	1.2254	-0.2254	0.6820 
FBtr0301613	27	72	9	28	1045	1.1667	-0.1667	0.8289 
FBtr0301614	49	105	24	48	1023	0.9333	0.0667	0.8790 
FBtr0301615	21	123	2	26	703	2.2195	-1.2195	0.3765 
FBtr0301616	15	20	45	31	536	0.5167	0.4833	0.1511 
FBtr0301617	15	20	45	31	536	0.5167	0.4833	0.1511 
FBtr0301618	14	16	42	64	850	1.3333	-0.3333	0.5324 
FBtr0301619	14	16	42	64	850	1.3333	-0.3333	0.5324 
FBtr0301622	32	54	31	163	2089	3.1159	-2.1159	0.0002 
FBtr0301623	5	10	6	12	186	1.0000	0	1.0000 
FBtr0301624	21	21	17	25	381	1.4706	-0.4706	0.5111 
FBtr0301625	23	82	7	64	871	2.5645	-1.5645	0.0421 
FBtr0301626	13	42	9	22	326	0.7566	0.2434	0.6136 
FBtr0301627	1	13	0	3	187	0.0000	1	1.0000 
FBtr0301628	1	13	0	3	187	0.0000	1	1.0000 
FBtr0301629	17	40	6	18	511	1.2750	-0.275	0.7899 
FBtr0301632	0	17	0	5	406	0.0000	1	1.0000 
FBtr0301633	0	16	0	5	374	0.0000	1	1.0000 
FBtr0301634	0	17	0	5	403	0.0000	1	1.0000 
FBtr0301636	29	64	29	81	1482	1.2656	-0.2656	0.5331 
FBtr0301639	6	47	1	49	834	6.2553	-5.2553	0.1133 
FBtr0301640	9	8	14	24	276	1.9286	-0.9286	0.3759 
FBtr0301643	14	44	4	25	531	1.9886	-0.9886	0.4003 
FBtr0301644	14	44	4	25	531	1.9886	-0.9886	0.4003 
FBtr0301645	16	119	5	24	525	0.6454	0.3546	0.5385 
FBtr0301647	18	22	7	30	532	3.5065	-2.5065	0.0168 
FBtr0301648	7	31	4	23	365	1.2984	-0.2984	0.7510 
FBtr0301649	562	269	11	42	580	7.9770	-6.977	0.0000 
FBtr0301650	12	74	0	51	852	0.0000	1	0.0037 
FBtr0301651	12	74	0	51	852	0.0000	1	0.0037 
FBtr0301652	16	21	23	45	536	1.4907	-0.4907	0.3999 
FBtr0301654	91	61	2	8	408	5.9672	-4.9672	0.0191 
FBtr0301655	6	21	0	8	347	0.0000	1	0.2994 
FBtr0301656	19	58	4	21	517	1.7198	-0.7198	0.4240 
FBtr0301657	43	62	101	84	1232	0.5768	0.4232	0.0282 
FBtr0301658	29	134	0	29	1097	0.0000	1	0.0095 
FBtr0301659	4	63	6	24	1266	0.2540	0.746	0.0648 
FBtr0301660	39	128	23	95	1638	1.2585	-0.2585	0.4689 
FBtr0301661	1	21	1	11	490	0.5238	0.4762	1.0000 
FBtr0301662	210	181	8	51	1123	7.3964	-6.3964	0.0000 
FBtr0301663	0	3	0	6	118	0.0000	1	1.0000 
FBtr0301664	12	28	11	17	243	0.6623	0.3377	0.4473 
FBtr0301665	327	200	3	20	267	10.9000	-9.9	0.0000 
FBtr0301666	27	262	9	143	2008	1.6374	-0.6374	0.2726 
FBtr0301667	7	44	13	22	293	0.2692	0.7308	0.0184 
FBtr0301668	79	105	23	83	1318	2.7151	-1.7151	0.0003 
FBtr0301669	11	22	6	40	500	3.3333	-2.3333	0.0503 
FBtr0301670	26	72	5	38	826	2.7444	-1.7444	0.0756 
FBtr0301672	22	24	13	23	300	1.6218	-0.6218	0.3693 
FBtr0301675	17	122	25	95	1421	0.5295	0.4705	0.0653 
FBtr0301676	4	49	0	23	512	0.0000	1	0.3083 
FBtr0301677	4	49	0	23	512	0.0000	1	0.3083 
FBtr0301678	4	49	0	23	512	0.0000	1	0.3083 
FBtr0301679	4	49	0	23	512	0.0000	1	0.3083 
FBtr0301680	52	124	9	57	1276	2.6559	-1.6559	0.0123 
FBtr0301681	89	128	26	42	849	1.1232	-0.1232	0.7772 
FBtr0301682	90	128	26	42	859	1.1358	-0.1358	0.6742 
FBtr0301683	5	26	18	27	351	0.2885	0.7115	0.0410 
FBtr0301684	31	49	96	45	436	0.2966	0.7034	0.0000 
FBtr0301686	645	308	11	21	527	3.9979	-2.9979	0.0002 
FBtr0301687	13	11	4	31	474	9.1591	-8.1591	0.0009 
FBtr0301690	3	7	79	17	218	0.0922	0.9078	0.0010 
FBtr0301691	766	347	14	28	689	4.4150	-3.415	0.0000 
FBtr0301692	51	369	9	183	2776	2.8103	-1.8103	0.0032 
FBtr0301693	72	386	14	189	3028	2.5181	-1.5181	0.0016 
FBtr0301694	70	156	5	43	942	3.8590	-2.859	0.0039 
FBtr0301695	45	21	18	23	298	2.7381	-1.7381	0.0160 
FBtr0301696	36	87	15	46	1166	1.2690	-0.269	0.6005 
FBtr0301698	1	66	0	30	511	0.0000	1	1.0000 
FBtr0301699	1	66	0	30	518	0.0000	1	1.0000 
FBtr0301700	5	45	11	42	556	0.4242	0.5758	0.1760 
FBtr0301701	29	72	18	116	1718	2.5957	-1.5957	0.0049 
FBtr0301702	71	188	3319	1469	2234	0.1672	0.8328	0.0000 
FBtr0301703	24	73	12	24	548	0.6575	0.3425	0.3808 
FBtr0301704	22	29	7	18	400	1.9507	-0.9507	0.2217 
FBtr0301705	44	69	9	43	897	3.0467	-2.0467	0.0068 
FBtr0301706	15	24	11	22	322	1.2500	-0.25	0.8060 
FBtr0301707	2	71	1	34	621	0.9577	0.0423	1.0000 
FBtr0301708	1	71	1	34	624	0.4789	0.5211	0.5493 
FBtr0301709	6	18	1	15	274	5.0000	-4	0.2097 
